YEAR,QUARTER,REGION,PROVINCE,SEX,VALUE,UNIT,SOURCE
2564,ไตรมาสที่ 4/2564,3) ภาคเหนือ,นครสวรรค์,1. ชาย,385.9,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 4/2564,3) ภาคเหนือ,น่าน,1. ชาย,177.6,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 4/2564,3) ภาคเหนือ,พะเยา,1. ชาย,167,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 4/2564,3) ภาคเหนือ,พิจิตร,1. ชาย,209.9,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 4/2564,3) ภาคเหนือ,พิษณุโลก,1. ชาย,351.4,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 4/2564,3) ภาคเหนือ,ลำปาง,1. ชาย,307.6,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 4/2564,3) ภาคเหนือ,ลำพูน,1. ชาย,171.2,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 4/2564,3) ภาคเหนือ,สุโขทัย,1. ชาย,238.5,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 4/2564,3) ภาคเหนือ,อุตรดิตถ์,1. ชาย,172.1,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 4/2564,3) ภาคเหนือ,อุทัยธานี,1. ชาย,112,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 4/2564,3) ภาคเหนือ,เชียงราย,1. ชาย,461.4,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 4/2564,3) ภาคเหนือ,เชียงใหม่,1. ชาย,701.3,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 4/2564,3) ภาคเหนือ,เพชรบูรณ์,1. ชาย,355.4,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 4/2564,3) ภาคเหนือ,แพร่,1. ชาย,172.6,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 4/2564,3) ภาคเหนือ,แม่ฮ่องสอน,1. ชาย,76.4,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาสที่ 1/2565,3) ภาคเหนือ,กำแพงเพชร,1. ชาย,314.1,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาสที่ 1/2565,3) ภาคเหนือ,เชียงราย,1. ชาย,457.2,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาสที่ 1/2565,3) ภาคเหนือ,เชียงใหม่,1. ชาย,723.8,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาสที่ 1/2565,3) ภาคเหนือ,ตาก,1. ชาย,214.9,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาสที่ 1/2565,3) ภาคเหนือ,นครสวรรค์,1. ชาย,365.2,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาสที่ 1/2565,3) ภาคเหนือ,น่าน,1. ชาย,176.2,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาสที่ 1/2565,3) ภาคเหนือ,พะเยา,1. ชาย,146.4,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาสที่ 1/2565,3) ภาคเหนือ,พิจิตร,1. ชาย,203.3,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาสที่ 1/2565,3) ภาคเหนือ,พิษณุโลก,1. ชาย,359.9,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาสที่ 1/2565,3) ภาคเหนือ,เพชรบูรณ์,1. ชาย,363.7,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาสที่ 1/2565,3) ภาคเหนือ,แพร่,1. ชาย,148.7,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาสที่ 1/2565,3) ภาคเหนือ,แม่ฮ่องสอน,1. ชาย,96.9,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาสที่ 1/2565,3) ภาคเหนือ,ลำปาง,1. ชาย,279.8,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาสที่ 1/2565,3) ภาคเหนือ,ลำพูน,1. ชาย,156.7,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาสที่ 1/2565,3) ภาคเหนือ,สุโขทัย,1. ชาย,244.1,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาสที่ 1/2565,3) ภาคเหนือ,อุตรดิตถ์,1. ชาย,162.1,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาสที่ 1/2565,3) ภาคเหนือ,อุทัยธานี,1. ชาย,109.7,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาสที่ 2/2565,3) ภาคเหนือ,กำแพงเพชร,1. ชาย,314.2,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาสที่ 2/2565,3) ภาคเหนือ,เชียงราย,1. ชาย,457,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาสที่ 2/2565,3) ภาคเหนือ,เชียงใหม่,1. ชาย,723.8,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาสที่ 2/2565,3) ภาคเหนือ,ตาก,1. ชาย,215.1,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาสที่ 2/2565,3) ภาคเหนือ,นครสวรรค์,1. ชาย,364.5,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาสที่ 2/2565,3) ภาคเหนือ,น่าน,1. ชาย,176.1,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาสที่ 2/2565,3) ภาคเหนือ,พะเยา,1. ชาย,145.9,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาสที่ 2/2565,3) ภาคเหนือ,พิจิตร,1. ชาย,203,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาสที่ 2/2565,3) ภาคเหนือ,พิษณุโลก,1. ชาย,360,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาสที่ 2/2565,3) ภาคเหนือ,เพชรบูรณ์,1. ชาย,363.4,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาสที่ 2/2565,3) ภาคเหนือ,แพร่,1. ชาย,148.2,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาสที่ 2/2565,3) ภาคเหนือ,แม่ฮ่องสอน,1. ชาย,97.1,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาสที่ 2/2565,3) ภาคเหนือ,ลำปาง,1. ชาย,279.4,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาสที่ 2/2565,3) ภาคเหนือ,ลำพูน,1. ชาย,156.5,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาสที่ 2/2565,3) ภาคเหนือ,สุโขทัย,1. ชาย,244,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาสที่ 2/2565,3) ภาคเหนือ,อุตรดิตถ์,1. ชาย,161.8,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาสที่ 2/2565,3) ภาคเหนือ,อุทัยธานี,1. ชาย,109.5,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาสที่ 3/2565,3) ภาคเหนือ,กำแพงเพชร,1. ชาย,314.4,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาสที่ 3/2565,3) ภาคเหนือ,เชียงราย,1. ชาย,456.7,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาสที่ 3/2565,3) ภาคเหนือ,เชียงใหม่,1. ชาย,723.8,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาสที่ 3/2565,3) ภาคเหนือ,ตาก,1. ชาย,215.2,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาสที่ 3/2565,3) ภาคเหนือ,นครสวรรค์,1. ชาย,363.9,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาสที่ 3/2565,3) ภาคเหนือ,น่าน,1. ชาย,176,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาสที่ 3/2565,3) ภาคเหนือ,พะเยา,1. ชาย,145.5,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาสที่ 3/2565,3) ภาคเหนือ,พิจิตร,1. ชาย,202.8,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาสที่ 3/2565,3) ภาคเหนือ,พิษณุโลก,1. ชาย,360,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาสที่ 3/2565,3) ภาคเหนือ,เพชรบูรณ์,1. ชาย,363.1,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาสที่ 3/2565,3) ภาคเหนือ,แพร่,1. ชาย,147.8,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาสที่ 3/2565,3) ภาคเหนือ,แม่ฮ่องสอน,1. ชาย,97.3,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาสที่ 3/2565,3) ภาคเหนือ,ลำปาง,1. ชาย,279,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาสที่ 3/2565,3) ภาคเหนือ,ลำพูน,1. ชาย,156.4,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาสที่ 3/2565,3) ภาคเหนือ,สุโขทัย,1. ชาย,244,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาสที่ 3/2565,3) ภาคเหนือ,อุตรดิตถ์,1. ชาย,161.5,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาสที่ 3/2565,3) ภาคเหนือ,อุทัยธานี,1. ชาย,109.3,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาสที่ 4/2565,3) ภาคเหนือ,กำแพงเพชร,1. ชาย,314.4,พันคน,สำนักงานสถิติแห่งชาติ
