YEAR,QUARTER,REGION,PROVINCE,SEX,VALUE,UNIT,SOURCE
2563,ไตรมาสที่ 1/2563,2) ภาคกลาง,นครปฐม,1. ชาย,456.9,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,2) ภาคกลาง,นครปฐม,2. หญิง,508,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,2) ภาคกลาง,นนทบุรี,1. ชาย,677.6,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,2) ภาคกลาง,นนทบุรี,2. หญิง,769.6,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,2) ภาคกลาง,ปทุมธานี,1. ชาย,655.6,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,2) ภาคกลาง,ปทุมธานี,2. หญิง,714.5,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,2) ภาคกลาง,ประจวบคีรีขันธ์,1. ชาย,189.7,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,2) ภาคกลาง,ประจวบคีรีขันธ์,2. หญิง,186.3,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,2) ภาคกลาง,ปราจีนบุรี,1. ชาย,252.5,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,2) ภาคกลาง,ปราจีนบุรี,2. หญิง,271.9,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,2) ภาคกลาง,พระนครศรีอยุธยา,1. ชาย,360.7,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,2) ภาคกลาง,พระนครศรีอยุธยา,2. หญิง,380.7,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,2) ภาคกลาง,ระยอง,1. ชาย,384.2,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,2) ภาคกลาง,ระยอง,2. หญิง,378.3,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,2) ภาคกลาง,ราชบุรี,1. ชาย,322,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,2) ภาคกลาง,ราชบุรี,2. หญิง,347.6,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,2) ภาคกลาง,ลพบุรี,1. ชาย,324.4,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,2) ภาคกลาง,ลพบุรี,2. หญิง,326.3,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,2) ภาคกลาง,สมุทรปราการ,1. ชาย,923.8,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,2) ภาคกลาง,สมุทรปราการ,2. หญิง,999.5,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,2) ภาคกลาง,สมุทรสงคราม,1. ชาย,77.9,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,2) ภาคกลาง,สมุทรสงคราม,2. หญิง,85.8,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,2) ภาคกลาง,สมุทรสาคร,1. ชาย,438.7,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,2) ภาคกลาง,สมุทรสาคร,2. หญิง,455.3,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,2) ภาคกลาง,สระบุรี,1. ชาย,294.1,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,2) ภาคกลาง,สระบุรี,2. หญิง,302.7,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,2) ภาคกลาง,สระแก้ว,1. ชาย,244.5,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,2) ภาคกลาง,สระแก้ว,2. หญิง,256.1,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,2) ภาคกลาง,สิงห์บุรี,1. ชาย,82.9,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,2) ภาคกลาง,สิงห์บุรี,2. หญิง,93.1,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,2) ภาคกลาง,สุพรรณบุรี,1. ชาย,343.8,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,2) ภาคกลาง,สุพรรณบุรี,2. หญิง,379.4,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,2) ภาคกลาง,อ่างทอง,1. ชาย,102.6,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,2) ภาคกลาง,อ่างทอง,2. หญิง,116.1,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,2) ภาคกลาง,เพชรบุรี,1. ชาย,194.7,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,2) ภาคกลาง,เพชรบุรี,2. หญิง,207.4,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,3) ภาคเหนือ,กำแพงเพชร,1. ชาย,301.9,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,3) ภาคเหนือ,กำแพงเพชร,2. หญิง,323.9,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,3) ภาคเหนือ,ตาก,1. ชาย,188.7,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,3) ภาคเหนือ,ตาก,2. หญิง,199.7,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,3) ภาคเหนือ,นครสวรรค์,1. ชาย,386.4,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,3) ภาคเหนือ,นครสวรรค์,2. หญิง,428.8,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,3) ภาคเหนือ,น่าน,1. ชาย,178.4,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,3) ภาคเหนือ,น่าน,2. หญิง,183.5,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,3) ภาคเหนือ,พะเยา,1. ชาย,167.8,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,3) ภาคเหนือ,พะเยา,2. หญิง,178.8,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,3) ภาคเหนือ,พิจิตร,1. ชาย,209.9,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,3) ภาคเหนือ,พิจิตร,2. หญิง,234.7,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,3) ภาคเหนือ,พิษณุโลก,1. ชาย,352.8,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,3) ภาคเหนือ,พิษณุโลก,2. หญิง,386.9,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,3) ภาคเหนือ,ลำปาง,1. ชาย,308.6,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,3) ภาคเหนือ,ลำปาง,2. หญิง,324.1,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,3) ภาคเหนือ,ลำพูน,1. ชาย,171.4,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,3) ภาคเหนือ,ลำพูน,2. หญิง,185.6,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,3) ภาคเหนือ,สุโขทัย,1. ชาย,239.1,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,3) ภาคเหนือ,สุโขทัย,2. หญิง,272.5,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,3) ภาคเหนือ,อุตรดิตถ์,1. ชาย,172.3,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,3) ภาคเหนือ,อุตรดิตถ์,2. หญิง,190.8,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,3) ภาคเหนือ,อุทัยธานี,1. ชาย,111.9,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,3) ภาคเหนือ,อุทัยธานี,2. หญิง,126.3,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,3) ภาคเหนือ,เชียงราย,1. ชาย,463.6,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,3) ภาคเหนือ,เชียงราย,2. หญิง,489.2,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,3) ภาคเหนือ,เชียงใหม่,1. ชาย,704.7,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,3) ภาคเหนือ,เชียงใหม่,2. หญิง,750.4,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,3) ภาคเหนือ,เพชรบูรณ์,1. ชาย,356.2,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,3) ภาคเหนือ,เพชรบูรณ์,2. หญิง,383,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,3) ภาคเหนือ,แพร่,1. ชาย,173.1,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,3) ภาคเหนือ,แพร่,2. หญิง,189.9,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,3) ภาคเหนือ,แม่ฮ่องสอน,1. ชาย,76.7,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,3) ภาคเหนือ,แม่ฮ่องสอน,2. หญิง,75.6,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,4) ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,1. ชาย,313.3,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,4) ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,2. หญิง,339.7,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,4) ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,1. ชาย,694,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,4) ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,2. หญิง,764.7,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,4) ภาคตะวันออกเฉียงเหนือ,ชัยภูมิ,1. ชาย,373.9,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,4) ภาคตะวันออกเฉียงเหนือ,ชัยภูมิ,2. หญิง,405.3,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,4) ภาคตะวันออกเฉียงเหนือ,นครพนม,1. ชาย,211.7,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,4) ภาคตะวันออกเฉียงเหนือ,นครพนม,2. หญิง,230.4,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,4) ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,1. ชาย,991.7,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,4) ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,2. หญิง,1062.3,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,4) ภาคตะวันออกเฉียงเหนือ,บึงกาฬ,1. ชาย,131.1,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,4) ภาคตะวันออกเฉียงเหนือ,บึงกาฬ,2. หญิง,138.2,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,4) ภาคตะวันออกเฉียงเหนือ,บุรีรัมย์,1. ชาย,465.8,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,4) ภาคตะวันออกเฉียงเหนือ,บุรีรัมย์,2. หญิง,511.2,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,4) ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,1. ชาย,319.5,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,4) ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,2. หญิง,360.9,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,4) ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,1. ชาย,135,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,4) ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,2. หญิง,140.3,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,4) ภาคตะวันออกเฉียงเหนือ,ยโสธร,1. ชาย,187.4,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,4) ภาคตะวันออกเฉียงเหนือ,ยโสธร,2. หญิง,199.9,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,4) ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,1. ชาย,411.2,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,4) ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,2. หญิง,446.2,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,4) ภาคตะวันออกเฉียงเหนือ,ศรีสะเกษ,1. ชาย,386.1,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,4) ภาคตะวันออกเฉียงเหนือ,ศรีสะเกษ,2. หญิง,424.8,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,4) ภาคตะวันออกเฉียงเหนือ,สกลนคร,1. ชาย,351.1,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,4) ภาคตะวันออกเฉียงเหนือ,สกลนคร,2. หญิง,379.4,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,4) ภาคตะวันออกเฉียงเหนือ,สุรินทร์,1. ชาย,410.8,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,4) ภาคตะวันออกเฉียงเหนือ,สุรินทร์,2. หญิง,455.6,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,4) ภาคตะวันออกเฉียงเหนือ,หนองคาย,1. ชาย,168,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,4) ภาคตะวันออกเฉียงเหนือ,หนองคาย,2. หญิง,185,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,4) ภาคตะวันออกเฉียงเหนือ,หนองบัวลำภู,1. ชาย,175.9,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,4) ภาคตะวันออกเฉียงเหนือ,หนองบัวลำภู,2. หญิง,193.1,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,4) ภาคตะวันออกเฉียงเหนือ,อำนาจเจริญ,1. ชาย,106.3,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,4) ภาคตะวันออกเฉียงเหนือ,อำนาจเจริญ,2. หญิง,113.5,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,4) ภาคตะวันออกเฉียงเหนือ,อุดรธานี,1. ชาย,485.7,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,4) ภาคตะวันออกเฉียงเหนือ,อุดรธานี,2. หญิง,523.5,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,4) ภาคตะวันออกเฉียงเหนือ,อุบลราชธานี,1. ชาย,660.1,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,4) ภาคตะวันออกเฉียงเหนือ,อุบลราชธานี,2. หญิง,702.3,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,4) ภาคตะวันออกเฉียงเหนือ,เลย,1. ชาย,220,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,4) ภาคตะวันออกเฉียงเหนือ,เลย,2. หญิง,226.1,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,5) ภาคใต้,กระบี่,1. ชาย,146.6,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,5) ภาคใต้,กระบี่,2. หญิง,150.1,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,5) ภาคใต้,ชุมพร,1. ชาย,206.6,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,5) ภาคใต้,ชุมพร,2. หญิง,204.6,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,5) ภาคใต้,ตรัง,1. ชาย,245.6,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,5) ภาคใต้,ตรัง,2. หญิง,267.2,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,5) ภาคใต้,นครศรีธรรมราช,1. ชาย,612.7,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,5) ภาคใต้,นครศรีธรรมราช,2. หญิง,655.4,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,5) ภาคใต้,นราธิวาส,1. ชาย,253.3,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,5) ภาคใต้,นราธิวาส,2. หญิง,264.4,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,5) ภาคใต้,ปัตตานี,1. ชาย,225.8,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,5) ภาคใต้,ปัตตานี,2. หญิง,244.8,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,5) ภาคใต้,พังงา,1. ชาย,110.7,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,5) ภาคใต้,พังงา,2. หญิง,107.8,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,5) ภาคใต้,พัทลุง,1. ชาย,198.8,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,5) ภาคใต้,พัทลุง,2. หญิง,221.2,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,5) ภาคใต้,ภูเก็ต,1. ชาย,225.6,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,5) ภาคใต้,ภูเก็ต,2. หญิง,227.2,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,5) ภาคใต้,ยะลา,1. ชาย,164.4,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,5) ภาคใต้,ยะลา,2. หญิง,171.6,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,5) ภาคใต้,ระนอง,1. ชาย,103.1,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,5) ภาคใต้,ระนอง,2. หญิง,101.6,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,5) ภาคใต้,สงขลา,1. ชาย,605.3,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,5) ภาคใต้,สงขลา,2. หญิง,660.3,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,5) ภาคใต้,สตูล,1. ชาย,109.1,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,5) ภาคใต้,สตูล,2. หญิง,108.1,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,5) ภาคใต้,สุราษฎร์ธานี,1. ชาย,426.7,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1/2563,5) ภาคใต้,สุราษฎร์ธานี,2. หญิง,450.7,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,1) กรุงเทพมหานคร,กรุงเทพมหานคร,1. ชาย,3668,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,1) กรุงเทพมหานคร,กรุงเทพมหานคร,2. หญิง,3977.4,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,2) ภาคกลาง,กาญจนบุรี,1. ชาย,322,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,2) ภาคกลาง,กาญจนบุรี,2. หญิง,326.2,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,2) ภาคกลาง,จันทบุรี,1. ชาย,227.3,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,2) ภาคกลาง,จันทบุรี,2. หญิง,241.1,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,2) ภาคกลาง,ฉะเชิงเทรา,1. ชาย,334.2,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,2) ภาคกลาง,ฉะเชิงเทรา,2. หญิง,352.1,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,2) ภาคกลาง,ชลบุรี,1. ชาย,747.9,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,2) ภาคกลาง,ชลบุรี,2. หญิง,756.6,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,2) ภาคกลาง,ชัยนาท,1. ชาย,126,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,2) ภาคกลาง,ชัยนาท,2. หญิง,141.2,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,2) ภาคกลาง,ตราด,1. ชาย,120,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,2) ภาคกลาง,ตราด,2. หญิง,119,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,2) ภาคกลาง,นครนายก,1. ชาย,116.3,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,2) ภาคกลาง,นครนายก,2. หญิง,125.8,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,2) ภาคกลาง,นครปฐม,1. ชาย,459,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,2) ภาคกลาง,นครปฐม,2. หญิง,510.7,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,2) ภาคกลาง,นนทบุรี,1. ชาย,680.7,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,2) ภาคกลาง,นนทบุรี,2. หญิง,773.9,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,2) ภาคกลาง,ปทุมธานี,1. ชาย,658.2,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,2) ภาคกลาง,ปทุมธานี,2. หญิง,717.5,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,2) ภาคกลาง,ประจวบคีรีขันธ์,1. ชาย,189.8,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,2) ภาคกลาง,ประจวบคีรีขันธ์,2. หญิง,186.2,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,2) ภาคกลาง,ปราจีนบุรี,1. ชาย,253.4,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,2) ภาคกลาง,ปราจีนบุรี,2. หญิง,273,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,2) ภาคกลาง,พระนครศรีอยุธยา,1. ชาย,360.9,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2/2563,2) ภาคกลาง,พระนครศรีอยุธยา,2. หญิง,380.7,พันคน,สำนักงานสถิติแห่งชาติ
